"Time","Value","Units","Var","EPU","SOE 2018"
1986,115.931491820641,"m","sea scallop fall mean dteoc","All","N"
1987,110.179766001229,"m","sea scallop fall mean dteoc","All","N"
1988,100.06225421778,"m","sea scallop fall mean dteoc","All","N"
1989,108.601705501519,"m","sea scallop fall mean dteoc","All","N"
1990,111.57563483936,"m","sea scallop fall mean dteoc","All","N"
1991,95.3983207174616,"m","sea scallop fall mean dteoc","All","N"
1992,101.643091311271,"m","sea scallop fall mean dteoc","All","N"
1993,93.4149229155706,"m","sea scallop fall mean dteoc","All","N"
1994,95.6235627483042,"m","sea scallop fall mean dteoc","All","N"
1995,106.04001118701,"m","sea scallop fall mean dteoc","All","N"
1996,109.461886479214,"m","sea scallop fall mean dteoc","All","N"
1997,114.374158249383,"m","sea scallop fall mean dteoc","All","N"
1998,99.7301906699603,"m","sea scallop fall mean dteoc","All","N"
1999,107.781752021423,"m","sea scallop fall mean dteoc","All","N"
2000,98.423696538061,"m","sea scallop fall mean dteoc","All","N"
2001,102.272998683489,"m","sea scallop fall mean dteoc","All","N"
2002,101.611566539244,"m","sea scallop fall mean dteoc","All","N"
2003,118.608096712528,"m","sea scallop fall mean dteoc","All","N"
2004,115.736634653552,"m","sea scallop fall mean dteoc","All","N"
2005,96.7095248770815,"m","sea scallop fall mean dteoc","All","N"
2006,125.176352483894,"m","sea scallop fall mean dteoc","All","N"
2007,128.192861723355,"m","sea scallop fall mean dteoc","All","N"
2008,117.912759269223,"m","sea scallop fall mean dteoc","All","N"
2009,114.977623979446,"m","sea scallop fall mean dteoc","All","N"
2010,109.551739384928,"m","sea scallop fall mean dteoc","All","N"
2011,110.336215394264,"m","sea scallop fall mean dteoc","All","N"
2012,99.3845000941079,"m","sea scallop fall mean dteoc","All","N"
2013,99.5944777345756,"m","sea scallop fall mean dteoc","All","N"
2014,96.437844639303,"m","sea scallop fall mean dteoc","All","N"
2015,101.877438622607,"m","sea scallop fall mean dteoc","All","N"
2016,105.036474631065,"m","sea scallop fall mean dteoc","All","N"
1963,108.851873340736,"m","summer flounder fall mean dteoc","All","N"
1964,73.3670086316416,"m","summer flounder fall mean dteoc","All","N"
1965,81.8796230348665,"m","summer flounder fall mean dteoc","All","N"
1966,17.9018294717205,"m","summer flounder fall mean dteoc","All","N"
1967,52.4880734031862,"m","summer flounder fall mean dteoc","All","N"
1968,43.6742573926887,"m","summer flounder fall mean dteoc","All","N"
1969,51.6792363759861,"m","summer flounder fall mean dteoc","All","N"
1970,27.0776763342068,"m","summer flounder fall mean dteoc","All","N"
1971,35.449190517362,"m","summer flounder fall mean dteoc","All","N"
1972,25.9446308743783,"m","summer flounder fall mean dteoc","All","N"
1973,23.7896280542484,"m","summer flounder fall mean dteoc","All","N"
1974,34.1974601873069,"m","summer flounder fall mean dteoc","All","N"
1975,48.601091907233,"m","summer flounder fall mean dteoc","All","N"
1976,51.5136019310465,"m","summer flounder fall mean dteoc","All","N"
1977,51.4579434310023,"m","summer flounder fall mean dteoc","All","N"
1978,78.3106128645496,"m","summer flounder fall mean dteoc","All","N"
1979,62.4100252928527,"m","summer flounder fall mean dteoc","All","N"
1980,38.8337300713758,"m","summer flounder fall mean dteoc","All","N"
1981,33.0772481132266,"m","summer flounder fall mean dteoc","All","N"
1982,32.3469300573396,"m","summer flounder fall mean dteoc","All","N"
1983,47.3469549600824,"m","summer flounder fall mean dteoc","All","N"
1984,48.0611443848454,"m","summer flounder fall mean dteoc","All","N"
1985,36.7884158498613,"m","summer flounder fall mean dteoc","All","N"
1986,42.7149359995245,"m","summer flounder fall mean dteoc","All","N"
1987,27.6256759403133,"m","summer flounder fall mean dteoc","All","N"
1988,38.5461062955216,"m","summer flounder fall mean dteoc","All","N"
1989,57.7068319581381,"m","summer flounder fall mean dteoc","All","N"
1990,32.4009933979963,"m","summer flounder fall mean dteoc","All","N"
1991,22.1863758447903,"m","summer flounder fall mean dteoc","All","N"
1992,26.9005778182459,"m","summer flounder fall mean dteoc","All","N"
1993,25.4121772239502,"m","summer flounder fall mean dteoc","All","N"
1994,25.7920968835242,"m","summer flounder fall mean dteoc","All","N"
1995,41.6518904707325,"m","summer flounder fall mean dteoc","All","N"
1996,19.5046190208086,"m","summer flounder fall mean dteoc","All","N"
1997,51.9351709363678,"m","summer flounder fall mean dteoc","All","N"
1998,46.3052252270656,"m","summer flounder fall mean dteoc","All","N"
1999,50.5794184543635,"m","summer flounder fall mean dteoc","All","N"
2000,42.3337905519595,"m","summer flounder fall mean dteoc","All","N"
2001,42.8930445653778,"m","summer flounder fall mean dteoc","All","N"
2002,47.1404287859689,"m","summer flounder fall mean dteoc","All","N"
2003,47.0766197265066,"m","summer flounder fall mean dteoc","All","N"
2004,57.9863582860746,"m","summer flounder fall mean dteoc","All","N"
2005,62.5904602711057,"m","summer flounder fall mean dteoc","All","N"
2006,59.1176334722742,"m","summer flounder fall mean dteoc","All","N"
2007,64.7385158445861,"m","summer flounder fall mean dteoc","All","N"
2008,54.9867685272961,"m","summer flounder fall mean dteoc","All","N"
2009,52.0196826390438,"m","summer flounder fall mean dteoc","All","N"
2010,46.5181217953997,"m","summer flounder fall mean dteoc","All","N"
2011,50.691142100639,"m","summer flounder fall mean dteoc","All","N"
2012,57.2218070565956,"m","summer flounder fall mean dteoc","All","N"
2013,47.9335686623785,"m","summer flounder fall mean dteoc","All","N"
2014,48.7006946289757,"m","summer flounder fall mean dteoc","All","N"
2015,36.5155659310778,"m","summer flounder fall mean dteoc","All","N"
2016,51.4234821342468,"m","summer flounder fall mean dteoc","All","N"
1981,14013488,"n","Mid-Atlantic angler trips","All","Y"
1982,15498061,"n","Mid-Atlantic angler trips","All","Y"
1983,18570511,"n","Mid-Atlantic angler trips","All","Y"
1984,15763038,"n","Mid-Atlantic angler trips","All","Y"
1985,14742358,"n","Mid-Atlantic angler trips","All","Y"
1986,18839850,"n","Mid-Atlantic angler trips","All","Y"
1987,14723575,"n","Mid-Atlantic angler trips","All","Y"
1988,14897826,"n","Mid-Atlantic angler trips","All","Y"
1989,12167464,"n","Mid-Atlantic angler trips","All","Y"
1990,13353123,"n","Mid-Atlantic angler trips","All","Y"
1991,15977374,"n","Mid-Atlantic angler trips","All","Y"
1992,12214811,"n","Mid-Atlantic angler trips","All","Y"
1993,15290456,"n","Mid-Atlantic angler trips","All","Y"
1994,16236965,"n","Mid-Atlantic angler trips","All","Y"
1995,15728484,"n","Mid-Atlantic angler trips","All","Y"
1996,15771048,"n","Mid-Atlantic angler trips","All","Y"
1997,17267414,"n","Mid-Atlantic angler trips","All","Y"
1998,14452811,"n","Mid-Atlantic angler trips","All","Y"
1999,14105273,"n","Mid-Atlantic angler trips","All","Y"
2000,19451138,"n","Mid-Atlantic angler trips","All","Y"
2001,21205803,"n","Mid-Atlantic angler trips","All","Y"
2002,16645503,"n","Mid-Atlantic angler trips","All","Y"
2003,19851827,"n","Mid-Atlantic angler trips","All","Y"
2004,18584018,"n","Mid-Atlantic angler trips","All","Y"
2005,20836063,"n","Mid-Atlantic angler trips","All","Y"
2006,20569007,"n","Mid-Atlantic angler trips","All","Y"
2007,22185810,"n","Mid-Atlantic angler trips","All","Y"
2008,20713913,"n","Mid-Atlantic angler trips","All","Y"
2009,17014894,"n","Mid-Atlantic angler trips","All","Y"
2010,16584663,"n","Mid-Atlantic angler trips","All","Y"
2011,15975704,"n","Mid-Atlantic angler trips","All","Y"
2012,14431767,"n","Mid-Atlantic angler trips","All","Y"
2013,14216327,"n","Mid-Atlantic angler trips","All","Y"
2014,14345804,"n","Mid-Atlantic angler trips","All","Y"
2015,12420207,"n","Mid-Atlantic angler trips","All","Y"
2016,14000607,"n","Mid-Atlantic angler trips","All","Y"
2017,7116951,"n","Mid-Atlantic angler trips","All","Y"
1996,36,"n","Mid-Atlantic fleet count","All","Y"
1997,35,"n","Mid-Atlantic fleet count","All","Y"
1998,36,"n","Mid-Atlantic fleet count","All","Y"
1999,37,"n","Mid-Atlantic fleet count","All","Y"
2000,34,"n","Mid-Atlantic fleet count","All","Y"
2001,33,"n","Mid-Atlantic fleet count","All","Y"
2002,35,"n","Mid-Atlantic fleet count","All","Y"
2003,36,"n","Mid-Atlantic fleet count","All","Y"
2004,35,"n","Mid-Atlantic fleet count","All","Y"
2005,32,"n","Mid-Atlantic fleet count","All","Y"
2006,33,"n","Mid-Atlantic fleet count","All","Y"
2007,32,"n","Mid-Atlantic fleet count","All","Y"
2008,30,"n","Mid-Atlantic fleet count","All","Y"
2009,31,"n","Mid-Atlantic fleet count","All","Y"
2010,35,"n","Mid-Atlantic fleet count","All","Y"
2011,34,"n","Mid-Atlantic fleet count","All","Y"
2012,33,"n","Mid-Atlantic fleet count","All","Y"
2013,29,"n","Mid-Atlantic fleet count","All","Y"
2014,33,"n","Mid-Atlantic fleet count","All","Y"
2015,29,"n","Mid-Atlantic fleet count","All","Y"
2016,31,"n","Mid-Atlantic fleet count","All","Y"
2017,31,"n","Mid-Atlantic fleet count","All","Y"
1996,9.9052467,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
1997,10.476468,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
1998,10.496038,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
1999,9.7083921,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2000,8.9632483,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2001,8.9444551,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2002,9.2323246,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2003,8.6824331,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2004,7.7279634,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2005,7.759007,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2006,9.4704132,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2007,8.005476,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2008,8.1432934,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2009,7.8555994,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2010,7.1841884,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2011,6.8295174,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2012,7.57897,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2013,8.5155964,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2014,7.9525094,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2015,8.7145538,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2016,9.3111258,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
2017,8.5366135,"effective Shannon index","Mid-Atlantic average fleet diversity","All","Y"
1981,2330431,"n","Mid-Atlantic Rec participation","All","Y"
1982,1998318,"n","Mid-Atlantic Rec participation","All","Y"
1983,2588017,"n","Mid-Atlantic Rec participation","All","Y"
1984,1919195,"n","Mid-Atlantic Rec participation","All","Y"
1985,1912978,"n","Mid-Atlantic Rec participation","All","Y"
1986,2197079,"n","Mid-Atlantic Rec participation","All","Y"
1987,1947301,"n","Mid-Atlantic Rec participation","All","Y"
1988,1837450,"n","Mid-Atlantic Rec participation","All","Y"
1989,1842813,"n","Mid-Atlantic Rec participation","All","Y"
1990,1795110,"n","Mid-Atlantic Rec participation","All","Y"
1991,2215105,"n","Mid-Atlantic Rec participation","All","Y"
1992,1596484,"n","Mid-Atlantic Rec participation","All","Y"
1993,2129258,"n","Mid-Atlantic Rec participation","All","Y"
1994,2316910,"n","Mid-Atlantic Rec participation","All","Y"
1995,1885121,"n","Mid-Atlantic Rec participation","All","Y"
1996,1921308,"n","Mid-Atlantic Rec participation","All","Y"
1997,1953741,"n","Mid-Atlantic Rec participation","All","Y"
1998,1756884,"n","Mid-Atlantic Rec participation","All","Y"
1999,1738702,"n","Mid-Atlantic Rec participation","All","Y"
2000,2091446,"n","Mid-Atlantic Rec participation","All","Y"
2001,2480460,"n","Mid-Atlantic Rec participation","All","Y"
2002,1782617,"n","Mid-Atlantic Rec participation","All","Y"
2003,2372430,"n","Mid-Atlantic Rec participation","All","Y"
2004,2520163,"n","Mid-Atlantic Rec participation","All","Y"
2005,3253670,"n","Mid-Atlantic Rec participation","All","Y"
2006,3100170,"n","Mid-Atlantic Rec participation","All","Y"
2007,3446309,"n","Mid-Atlantic Rec participation","All","Y"
2008,3020114,"n","Mid-Atlantic Rec participation","All","Y"
2009,2623367,"n","Mid-Atlantic Rec participation","All","Y"
2010,2775926,"n","Mid-Atlantic Rec participation","All","Y"
2011,2389237,"n","Mid-Atlantic Rec participation","All","Y"
2012,2267830,"n","Mid-Atlantic Rec participation","All","Y"
2013,2219233,"n","Mid-Atlantic Rec participation","All","Y"
2014,2240852,"n","Mid-Atlantic Rec participation","All","Y"
2015,1984479,"n","Mid-Atlantic Rec participation","All","Y"
2016,2407122,"n","Mid-Atlantic Rec participation","All","Y"
1981,67186892,"n","Mid-Atlantic Rec catch","All","N"
1982,56384038,"n","Mid-Atlantic Rec catch","All","N"
1983,79876917,"n","Mid-Atlantic Rec catch","All","N"
1984,60738039,"n","Mid-Atlantic Rec catch","All","N"
1985,61017779,"n","Mid-Atlantic Rec catch","All","N"
1986,95410761,"n","Mid-Atlantic Rec catch","All","N"
1987,59855783,"n","Mid-Atlantic Rec catch","All","N"
1988,45722619,"n","Mid-Atlantic Rec catch","All","N"
1989,37369200,"n","Mid-Atlantic Rec catch","All","N"
1990,41378079,"n","Mid-Atlantic Rec catch","All","N"
1991,57505608,"n","Mid-Atlantic Rec catch","All","N"
1992,37196957,"n","Mid-Atlantic Rec catch","All","N"
1993,39721035,"n","Mid-Atlantic Rec catch","All","N"
1994,39714702,"n","Mid-Atlantic Rec catch","All","N"
1995,34304682,"n","Mid-Atlantic Rec catch","All","N"
1996,30991056,"n","Mid-Atlantic Rec catch","All","N"
1997,40449175,"n","Mid-Atlantic Rec catch","All","N"
1998,29447123,"n","Mid-Atlantic Rec catch","All","N"
1999,24756371,"n","Mid-Atlantic Rec catch","All","N"
2000,50652194,"n","Mid-Atlantic Rec catch","All","N"
2001,34703540,"n","Mid-Atlantic Rec catch","All","N"
2002,30801991,"n","Mid-Atlantic Rec catch","All","N"
2003,39591173,"n","Mid-Atlantic Rec catch","All","N"
2004,31431365,"n","Mid-Atlantic Rec catch","All","N"
2005,33056526,"n","Mid-Atlantic Rec catch","All","N"
2006,35001959,"n","Mid-Atlantic Rec catch","All","N"
2007,40415628,"n","Mid-Atlantic Rec catch","All","N"
2008,35034129,"n","Mid-Atlantic Rec catch","All","N"
2009,24362461,"n","Mid-Atlantic Rec catch","All","N"
2010,25008627,"n","Mid-Atlantic Rec catch","All","N"
2011,21459405,"n","Mid-Atlantic Rec catch","All","N"
2012,22024293,"n","Mid-Atlantic Rec catch","All","N"
2013,25869548,"n","Mid-Atlantic Rec catch","All","N"
2014,25269891,"n","Mid-Atlantic Rec catch","All","N"
2015,20157855,"n","Mid-Atlantic Rec catch","All","N"
2016,20731914,"n","Mid-Atlantic Rec catch","All","N"
2017,14074272,"n","Mid-Atlantic Rec catch","All","N"
1981,28.8302429893869,"n angler^-1","Mid-Atlantic Rec catch per angler","All","N"
1982,28.2157484444418,"n angler^-1","Mid-Atlantic Rec catch per angler","All","N"
1983,30.8641392231968,"n angler^-1","Mid-Atlantic Rec catch per angler","All","N"
1984,31.6476642550653,"n angler^-1","Mid-Atlantic Rec catch per angler","All","N"
1985,31.8967489432706,"n angler^-1","Mid-Atlantic Rec catch per angler","All","N"
1986,43.4261858585877,"n angler^-1","Mid-Atlantic Rec catch per angler","All","N"
1987,30.7378176255237,"n angler^-1","Mid-Atlantic Rec catch per angler","All","N"
1988,24.8837350676209,"n angler^-1","Mid-Atlantic Rec catch per angler","All","N"
